id,value,data_type,attribute_id,created_at,updated_at,deleted_at
590,we have gotten up to 4 tons/acre dry matter in RI by seeding at 30-40 lbs/acre. Really responds to nitrogen!,string,62,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
591,will self-seed if not terminated early in flowering,string,62,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
592,"Absorbs N and H2O heavily during stem growth, so kill before then",string,63,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
593,Host for same diseases as corn grown as a cash crop.,string,63,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
594,Host plant for soybean cyst nematode. Weak plant with low volunteer seed survivability.,string,63,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
595,"If planted in rotation with other small grains within a year there can be disease problems (especially with tan spot). If alfalfa is to be planted after the small grain, kill small grain volunteer plants with an herbicide.",string,63,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
596,Information too limited to rate P and K effect and Nematodes or Disease. Information too limited to Insects/Nematodes or Crop Disease. Sunn hemp does not set seed in cold regions. Mature sunn hemp residue can be a problem. Innoculation advised.,string,63,2022-10-28 13:00:49.536501-04,2022-10-28 13:00:49.536501-04,
597,Information too limited to rate P and K effect and Nematodes or Disease. Non host for soybean cyst nematode and root knot nematode. Bears traffic very well when drilled. Western Kansas studies suggest triticale has some of the best suppression for kochia. Cool season cereals have been some of the best weed suppression cover crops in KS. Information too limited to rate disadvantages to Disease. Seed is more expensive than wheat or rye but it makes better animal forage. Can become a weed if not completely terminated; may be difficult to terminate with tillage; best if terminated when plants are small except when rolling/crimping; Mow-kills after heading; Terminate at least 2 weeks before planting corn. Host for Penetrans Root-Lesion Nematode.,string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
598,"Information too limited to rate P and K effect and Nematodes or Disease. Teff is difficult to get established especially without intense tillage, limiting weed suppression. Once established it should produce lot of biomass and suppress weeds. Information too limited to rate disadvantages to Nematodes or Disease.",string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
599,Information too limited to rate P and K effect and Nematodes or Disease. Tolerates cold temperatures. Information too limited to rate disadvantages to Crop Disease. Tolerates frost and cold temperatures; Slow to release N to following crop unless growth terminated in mid-vegetative stage (12-18 in.). Host for Penetrans Root-Lesion Nematode.,string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
600,"Information too limited to rate P and K effect. Cleaned, bin-run seed will suffice; Non host for soybean cyst nematode and root knot nematode. Bears traffic very well when drilled. Some data suggest that oats were less effective at reducing marestail than barley or cereal rye.",string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
601,"Information too limited to rate P and K effect. Some cultivars, nematode resistant. Poor host for soybean cyst nematode. With late planting,  biomass is low and spring pea won't suppress winter weeds. Good cool season component for grazing mixes. Quick cool season nitrogen fixer. Susceptible to sclerotinia in East;  Late planting increases heaving. Host for root knot nematode, Penetrans Root-Lesion Nematode and sugarbeet cyst nematode.  Weak plant with low volunteer seed survivability.",string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
602,Many Brassicas have hard seed; Can bolt under certain conditions and  become a serious weed if allowed to go to seed. Host for root-lesion nematode (P. penetrans).,string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
603,"May reduce sclerotinia. If planted in rotation with other small grains within a year there can be disease problems (especially with tan spot). If alfalfa is to be planted after the small grain, kill small grain volunteer plants with an herbicide.",string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
604,"Some cultivars, nematode resistant",string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
605,Susceptible to sclerotinia in the East.,string,63,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
606,Check salinity tolerance for both barleys.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
607,Cultivars vary in terms of winter survival.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
608,Does better than many species on low P soils. Does very poorly under low-N conditions like most grasses.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
609,Does better than many species on low-P soils.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
610,Does very poorly under low-N conditions like most grasses.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
611,Low fertility tolerance to non-N type representations of fertility. ,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
612,Moving to the north during the summers pearl millet grows better in wet and acidic soils and cooler environments compared to sorghum-sudan or sudan grass. ,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
613,Older cultivars tend to be less cold hardy and less vigorous in Zone 5.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
614,Requires heat. Not tolerant of low K soil conditions.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
615,Used in limited situations in acidic and wet soils.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
616,Winter survival depends on cultivar and snow cover.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
617,"Winter survival depends on seeding: too early of a seeding it flowers and doesn't survive, too late and it doesn't establish and survive.",string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
618,Winter survival is highly dependent on cultivar and overwintering is likely to be sparse in zone 4.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
619,Winter survival varies among cultivars.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
620,Zone 7 is the coldest zone in which winter pea might reliably survive; survival is less certain in Zone 7a than Zone 7b.,string,64,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
621,Bears traffic very well when drilled.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
622,Bears traffic very well when drilled; more susceptible to heavy traffic when aerially seeded.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
623,"Bloat risk and other animal health risks associated with brassicas. Forage turnips don't typically form bulbs. Bulb-forming type turnips can be stored for forage, but lifters and washing equipment are needed to do so. ",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
624,Bloat risk and some other animal health concerns to manage when grazing brassicas. ,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
625,Breeding efforts in Europe to make Italian ryegrass more winterhardy because it is FANTASTIC forage. This makes it difficult to manage as a cover crop if the farm has no livestock to feed it to.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
626,Buckwheat causes photosensitivity and liver damage in livestock. Do not feed.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
627,"Bulb-forming type turnips can be stored for forage, but lifters and washing equipment are needed to do so. ",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
628,"Can be lightly grazed in the fall and again in the spring, or harvested in the spring as ryelage.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
629,"Causes photosensitivity and liver damage in horses (ruminants are ok, though).",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
630,Contains high levels of glucosinulates. Do not feed to livestock.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
631,Excellent forage,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
632,Excellent forage;  establishes quickly so may still be useful as a cover crop.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
633,Excellent forage; not as winterhardy as other perennial forage grasses but establishes quickly so may still be useful as a cover crop.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
634,"Excellent grazing and forage harvest value but slow to establish, so may not be ideal for annual row crop systems. Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
635,Failure to overwinter reliably in USDA hardiness zone 5 and less may limit utility for grazing and forage harvest unless planted in mid to late summer for winter termination.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
636,"Failure to overwinter reliably in USDA hardiness zones 5 and colder means biomass production may be low, which potentially limits grazing/forage harvest value.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
637,"Forage turnips don't typically form bulbs; bloat and animal health risk if grazing, as with other brassicas.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
638,Good cool season component for grazing mixes.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
639,Good for forage harvest and grazing in areas with enough heat to allow it to put on biomass. Used in mixes as a summer rotational grazing crop. ,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
640,Good for pasture if it has time to establish.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
641,"Grazers use in mixes as a summer rotational grazing crop. Good for forage harvest and grazing in areas with enough heat to allow it to put on biomass. Needs heat to suppress summer annual weeds, best in hardiness zones 5b and warmer.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
642,Grown in southeastern PA as a fall forage or grazing crop.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
643,"In theory should be good forage, but may not perform reliably in cool summer areas.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
644,"Let it go through til May and you get decent silage yields. Not quite as high as fall rye, but spring conditions are typically better for harvest by then (2 weeks after rye is ready).",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
645,"Let it go through til May and you get decent silage yields. Not quite as high as fall rye, but spring conditions are typically better for harvest by then (2 weeks after rye is ready).  Bloat risk and other animal health risks, similar to brassicas.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
646,"Manage for bloat when grazing. When the crop is stressed it can produce phytoestrogens, so do not graze breeding/pregnant sheep on Red Clover.  Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
647,"Manage for bloat when grazing. When the crop is stressed it can produce phytoestrogens, so do not graze breeding/pregnant sheep on Red Clover. Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
648,"Nobody can explain cause of hairy vetch toxicosis, which kills livestock. I don't recommend it to ON farmers for grazing/forage, but it's used elsewhere as part of a mix (<15%). Dilution may solve that issue, but it depends on what level of risk you're willing to recommend to producers. Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
649,"Nobody can explain cause of hairy vetch toxicosis, which kills livestock. Not recommended for grazing/forage, but it's used elsewhere as part of a mix (<15%). Dilution may solve that issue, but it depends on what level of risk you're willing to take.  Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
650,"Nobody can explain cause of hairy vetch toxicosis, which kills livestock. Not recommended for grazing/forage, but it's used elsewhere as part of a mix (<15%). Dilution may solve that issue, but it depends on what level of risk you're willing to take. Particularly palatable to voles.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
651,"Oilseed radish varieties have high levels of glucosinulates, which makes them toxic to livestock. Do not feed.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
652,Oilseed rape has high levels of glucosinulates and erucic acid whichare toxic to people and livestock. Canola and forage rape have low levels of these compounds,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
653,Oilseed rape has high levels of glucosinulates and erucic acid whichare toxic to people and livestock. Canola and forage rape have low levels of these compounds. Bloat risk and same animal health risks as other brassicas. Not palatable to voles.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
654,Oilseed rape has high levels of glucosinulates and erucic acid whichare toxic to people and livestock. Canola and forage rape have low levels of these compounds. Not palatable to voles.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
655,"Prior to 2015, this was considered a noxious weed in ON. ",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
656,Strip graze in 1-3 day allocations to prevent rumen acidosis.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
657,Tough to ensile; not a good emergency forage as this one comes with a learning curve.,string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
658,"Used as a summer forage cut to make baleage, or used for grazing. Use BMR forage varieteis for grazing or baleage.",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
659,"Used in grazing mixes, season extension for grazing into the fall/early winter. Can be included in summer annual grazing mixes. Bloat risk and other animal health risks associated with brassicas. ",string,65,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
660,Best mixed with cereals to prevent lodging.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
661,Best mixed with cereals to prevent lodging. Less competitive against summer annual weeds in hot-summer areas (such as Contintental hardiness zone 6).,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
662,Bloat risk and some other animal health concerns to manage when grazing brassicas. ,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
663,"Brassicas are excellent N scavengers but will winter-kill and release N potentially long before a cash crop is present. If N scavenging is goal, plant in mix with species that overwinters.",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
664,"Brassicas are excellent N scavengers but will winter-kill and release N potentially long before a cash crop is present. If N scavenging is goal, plant in mix with species that overwinters. ",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
665,"Brassicas are excellent N scavengers but will winter-kill and release N potentially long before a cash crop is present. If N scavenging is goal, plant in mix with species that overwinters. For erosion protection, plant with an overwintering small grain.",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
666,"Brassicas are excellent N scavengers but will winter-kill and release N potentially long before a cash crop is present. If N scavenging is goal, plant in mix with species that overwinters. While spring-planted forage turnip can protect against soil erosion in the spring, fall-planted forage turnip does not (due to rapid decomposition over winter).",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
667,Brown mustards (B. juncea and crosses) are better for suppressing summer annual weeds because they are slower to bolt.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
668,Could be ranked a 5 (excellent) for Improves Soil Aggregation if it survives winter or otherwise has sufficient time in the ground to grow.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
669,Could be ranked a 5 (excellent) for Increase Soil Aggregation if it survives winter or otherwise has sufficient time in the ground to grow (in USDA hardiness zone 6 this rating is dependent on adequate spring growth or good winter survival).,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
670,Excellent forage; not as winter hardy as other perennial forage grasses but establishes quickly so may still be useful as a cover crop.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
671,Excellent forage; not as winterhardy as other perennial forage grasses but establishes quickly so may still be useful as a cover crop.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
672,"For suppressing winter annuals, must be planted by early fall (early September).",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
673,Highly competitive against weeds given sufficient heat.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
674,"In USDA hardiness zone 7, there is rarely time between row crop harvest and the onset of winter to establish a crimson clover stand sufficient to protect against soil erosion in the fall-winter.",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
675,"Italian ryegrass is a biennial; needs vernalization to set seed and reliably winter kills in some areas, hence the nickname ""annual ryegrass."" There are true annual ryegrasses: these are called Westerwolds. They do not have a vernalization requirement to set seed, so management is needed to prevent volunteers. Cultivar matters hugely when using ryegrass as a cover crop because it affects the likelihood of winterkill and how challenging it will be to manage in rotation.",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
676,Must be planted by the end of the standard planting window to suppress winter annual weeds in hardiness zone 5 and cooler.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
677,"Oilseed rape contains glucosinulates and erucic acid which are toxic to livestock (and people). Canola and forage rape have low levels of those toxins. If a goal for the cover crop is animal feed/forage, choose varieties suitable for such.",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
678,"Slow to establish, so utility is limited in annual cropping systems. Causes photosensitivity and liver damage in horses (ruminants are ok, though)..",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
679,Strip graze in 1-3 day allocations to prevent rumen acidosis.,string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
680,"While spring-planted forage turnip can protect against soil erosion in the spring, fall-planted forage turnip does not (due to rapid decomposition over winter).",string,66,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
681," Japanese millet can grow in flooded soils and standing water as long as a portion of the plant remains above the top of the water. Consider Japanese Millet or Brown Top Millet as a summer annual in the North with somewhat cooler temps and acid soils. Grows rapidly, good summer annual smother crop. Fibrous roots that can grow 2 ft deep. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
682," Medium Red Clover seed is a small seed, for successful Red Clover establishment the soil should be firm (packed).Most establishment problems have resulted FROM ""legacy"".planting the seed to deep. In mixes, include this in the small box of the drill or adjust the drill accordingly that the seed is not placed too deep. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
683,Deep rooting to recover nitrogen requires earlier planting than plantings for winter erosion  protection,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
684,"For successful alfalfa establishment the soil should be firm (packed). A small seed, it should not be planted too deep, only up to ¼ inch deep. Most establishment problems have resulted FROM ""legacy"".planting the seed to deep. In mixes, include this in the small box of the drill or adjust the drill accordingly that the seed is not placed too deep.     Floweing Time: The onset of floral development is controlled primarily by temperature and photoperiod. In midsummer, flower buds may appear on alfalfa regrowth three weeks earlier than in the spring when temperatures are lower and the photoperiod shorter. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
685,"Minimum germination temp for competitiveness 62°F. Fine roots explore soil quickly, but are unable to penetrate compacted areas. Successful planting dates in Z5 are June and July. Mineralizes rock phosphate, but not other unavailable P.",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
686,Needs to be seeded shallowly into a firm seed bed. Minimum Germination Temp. 65˚F & rising. Extremely fine seed may require modification of planting equipment. ,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
687,Needs to be seeded shallowly. Extremely fine seed may require modification of planting equipment. Very firm seedbed.,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
688,"Plant in June to July in warm soils. ¼ to ½ inch deep. Japanese millet can grow in flooded soils and standing water as long as a portion of the plant remains above the top of the water. Consider Japanese Millet or Brown Top Millet as a summer annual in the North with somewhat cooler temps and acid soils. Grows rapidly, good summer annual smother crop. Fibrous roots that can grow 2 ft deep. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
689,Rapeseed has a deep taproot and also a fibrous root system near the surface oidf the soil.,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
690,"Root is both tap and fibrous. Medium Red Clover seed is a small seed, for successful Red Clover establishment the soil should be firm (packed). Being a small seed, it should not be planted too deep, only up to ¼ inch deep. Most establishment problems have resulted FROM ""legacy"".planting the seed to deep. In mixes, include this in the small box of the drill or adjust the drill accordingly that the seed is not placed too deep. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
691,Rooting depth is highly dependent on planting timing; cowpea needs time in the field to put down deep roots.,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
692,Slower fall growth than other fall-seeded crucifers. Earlier spring flowering than other overwintering crucifers. ,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
693,Spelt-type varieties are more tolerant of poor seed-soil contact because awns hold moisture.,string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
694,"The Balansa clover seed is very small, for successful Balansa Clover establishment the soil should be firm (packed). A small seed, it should not be planted too deep, only up to ¼ inch deep. Most establishment problems have resulted FROM ""legacy"".planting the seed to deep. In mixes, include this in the small box of the drill or adjust the drill accordingly that the seed is not placed too deep. ",string,67,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
695,Can be combined with sunn hemp as summer cover crop. No obvious insect issues noticed through casual observation,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
696,"Highly attractive to flea beetles, which can become a problem in other brassica vegetable crops (e.g., broccoli) and eggplant.",string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
697,Host for same insects as corn grown as a cash crop.,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
698,"Interplanted with zucchini can reduce stripped and spotted cucumber numbers and result in greater spider numbers. However, if not kept at the right height can be too competitive with the crop",string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
699,Only recently started evaluating its potential as an interplanted living mulch but casual observation suggest interplanting it with cantaloupe does not result in increased herbivore numbers in canataloupe,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
700,"Proso millet (Panicum miliaceum L.) can attract the parasitoids Trichogrammatidae, Scelionidae, Ceraphronidae",string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
701,Purple tansy produces  large amounts of nectar that can readily attract different family of parasitoids but it is not well adapated to the growing season in Maryland,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
702,"Reduced stripped cucumber beetle and melon aphid numbers when interplanted with cucumber and resulted in greater number of Orius, Geocoris and lady beetles in interplanted compared to cuke monoculture.  Interplanted with bell pepper resulted in lower percentage of European corn borer infested fruit",string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
703,Serve as host for BMSB but could be beneficial if used as a trap crop,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
704,Serve as host for various stinkbug species but will also attract their parasitoids,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
705,Terminating barler early or late showed no impact on arthropod (pest or beneficial) numbers in a subsequent soybean crop,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
706,Terminating barley early or late showed no impact on arthropod (pest or beneficial) numbers in a subsequent soybean crop,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
707,Use as a winter crop and terminated in early or late spring has no impact on arthropods in a subsequent soybean crop,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
708,Used as an interplanted dying mulch can reduce CPB colonization in eggplant and enhance the ratio of generalist predators to CPB prey,string,68,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
709,Excellent host for root-knot nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
710,Host for Penetrans Root-Lesion Nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
711,"Host for dagger, lesion, sting, and some species of root-knot nematode",string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
712,Host for lesion nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
713,Host for root-knot and soybean cyst nematode,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
714,Host for root-knot and sting nematode,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
715,Host for root-knot nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
716,Host for root-lesion nematode (P. penetrans).,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
717,Host for same nematodes as corn grown as a cash crop.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
718,"Host for some root-knot nematode species, soybean cyst nematode.",string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
719,Host for sting and stubby root nematodes; moderately resistant to root-knot nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
720,Host plant for soybean cyst nematode. ,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
721,Minor host for root-lesion nematodes that attack corn and wheat (e.g. P. neglectus).,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
722,Moderately resistant to root-knot nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
723,Non host for soybean cyst nematode and root knot nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
724,Non host for soybean cyst nematode and root knot nematode. Host for Penetrans Root-Lesion Nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
725,Non host for sugarbeet cyst nematode and a poor host for soybean cyst nematode. Host for root knot nematode and Penetrans Root-Lesion Nematode.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
726,"Some cultivars, nematode resistant. Poor host for soybean cyst nematode.  Host for root knot nematode, Penetrans Root-Lesion Nematode and sugarbeet cyst nematode. ",string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
727,"Some cultivars, nematode resistant. Poor host for soybean cyst nematode. Host for root knot nematode, Penetrans Root-Lesion Nematode and sugarbeet cyst nematode. ",string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
728,Supports reproduction of some root-knot nematode species/races.,string,69,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
729,Can be frost seeded into wheat and other winter annual small grains. Can be included in mixes with other winter annuals but the seed should be separated and put in the small seed box.  Organic Farmers have used this for years throughout the Northeast to spin on corn at layby time during last cultivation. In conventional farming we have used this planted with the interseeder to interseed into corn at layby time. Frost seeding may not be advisable in coastal areas. ,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
730,Can be interseeded into corn around V4. ,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
731,Can be interseeded into lower-yielding silage corn at V4-V6.,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
732,Can be used a nurse crop in low rates with mixes of winter annual legumes. Good quick summer cover field prep crop before an August or September seeding of alfalfa or a mixed grass legume hay field.,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
733,Daylength sensitive. Plant before mid-July to maximize biomass,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
734,Frost seeding may not be advisable in coastal areas.,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
735,Frost seeding needs more research for this species due to its slow initial establishment. Frost seeding may not be advisable in coastal areas. Grows rapidly in spring. ,string,70,2022-10-28 13:00:49.544721-04,2022-10-28 13:00:49.544721-04,
